cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf
90,0.0032,-0.0003,100.0,518.67,642.51,1588.33,1405.43,14.62,21.61,554.21,2388.0,9071.85,1.3,47.42,522.3,2388.05,8149.64,8.4098,0.03,391,2388,100.0,39.07,23.3898,75
191,-0.0007,-0.0001,100.0,518.67,643.59,1606.51,1423.47,14.62,21.61,551.58,2388.12,9206.21,1.3,47.87,520.25,2388.13,8260.29,8.5102,0.03,396,2388,100.0,38.65,23.1001,4
200,0.0003,-0.0004,100.0,518.67,643.47,1596.53,1427.07,14.62,21.61,551.41,2388.26,9040.88,1.3,47.98,520.02,2388.24,8117.31,8.5062,0.03,396,2388,100.0,38.63,23.0568,7
187,-0.0018,-0.0004,100.0,518.67,643.66,1597.73,1431.95,14.62,21.61,551.39,2388.21,9088.75,1.3,48.02,520.29,2388.21,8153.27,8.5203,0.03,395,2388,100.0,38.52,23.0518,4
196,0.0029,0.0004,100.0,518.67,643.06,1589.6,1415.21,14.62,21.61,552.26,2388.15,9048.02,1.3,47.72,520.34,2388.11,8132.68,8.4483,0.03,394,2388,100.0,38.79,23.2927,38
226,-0.001,-0.0004,100.0,518.67,642.45,1598.26,1417.8,14.62,21.61,552.86,2388.11,9089.11,1.3,47.92,520.8,2388.17,8163.13,8.497,0.03,395,2388,100.0,38.55,23.2003,49
79,-0.0015,-0.0003,100.0,518.67,642.63,1585.78,1404.45,14.62,21.61,553.57,2388.09,9064.85,1.3,47.49,521.16,2388.08,8138.74,8.4193,0.03,392,2388,100.0,38.68,23.3059,106
116,-0.0001,0.0,100.0,518.67,642.24,1593.76,1404.9,14.62,21.61,554.3,2388.01,9078.73,1.3,47.42,522.76,2388.03,8154.88,8.3808,0.03,390,2388,100.0,38.84,23.3267,115
102,0.0024,-0.0004,100.0,518.67,642.83,1593.85,1397.22,14.62,21.61,553.67,2388.11,9076.48,1.3,47.47,522.02,2388.06,8151.48,8.4278,0.03,393,2388,100.0,38.86,23.3845,90
161,-0.0033,-0.0005,100.0,518.67,642.72,1594.05,1415.06,14.62,21.61,552.31,2388.17,9041.5,1.3,47.59,521.06,2388.19,8113.84,8.4656,0.03,394,2388,100.0,38.7,23.2723,68
38,0.004,-0.0004,100.0,518.67,642.41,1590.3,1393.57,14.62,21.61,554.52,2388.0,9068.9,1.3,47.13,522.53,2388.03,8148.72,8.4168,0.03,391,2388,100.0,38.99,23.4189,221
122,-0.0018,-0.0001,100.0,518.67,642.23,1589.03,1401.57,14.62,21.61,553.27,2388.1,9064.84,1.3,47.39,521.7,2388.05,8145.59,8.4063,0.03,393,2388,100.0,39.04,23.4073,100
141,0.0013,0.0004,100.0,518.67,641.74,1588.78,1399.09,14.62,21.61,554.44,2388.01,9070.37,1.3,47.33,521.88,2388.02,8151.24,8.4425,0.03,394,2388,100.0,38.69,23.4524,128
35,0.0039,-0.0003,100.0,518.67,642.6,1593.3,1412.89,14.62,21.61,553.34,2388.16,9049.95,1.3,47.56,521.56,2388.11,8134.09,8.4384,0.03,392,2388,100.0,38.81,23.2459,156
3,0.0002,-0.0005,100.0,518.67,642.07,1582.45,1396.29,14.62,21.61,554.49,2388.01,9068.21,1.3,47.11,522.85,2388.02,8148.42,8.399,0.03,393,2388,100.0,39.18,23.3298,266
115,-0.0024,0.0001,100.0,518.67,642.47,1593.31,1405.55,14.62,21.61,552.45,2388.13,9066.4,1.3,47.6,520.92,2388.07,8134.16,8.4617,0.03,395,2388,100.0,38.91,23.2146,160
92,-0.0009,0.0003,100.0,518.67,642.64,1586.27,1397.51,14.62,21.61,554.5,2388.1,9054.0,1.3,47.16,522.14,2388.01,8140.6,8.428,0.03,393,2388,100.0,39.02,23.519,148
157,0.0019,-0.0002,100.0,518.67,643.15,1598.25,1421.25,14.62,21.61,551.99,2388.18,9063.43,1.3,47.83,520.69,2388.19,8143.72,8.4552,0.03,395,2388,100.0,38.56,23.1973,45
141,-0.0011,0.0,100.0,518.67,642.54,1586.22,1402.83,14.62,21.61,554.02,2388.11,9062.92,1.3,47.48,521.42,2388.12,8139.63,8.4558,0.03,392,2388,100.0,38.88,23.3348,53
84,0.0026,0.0003,100.0,518.67,642.5,1582.47,1395.91,14.62,21.61,553.79,2388.01,9071.49,1.3,47.34,521.81,2388.08,8148.79,8.4156,0.03,392,2388,100.0,38.91,23.3745,130
23,-0.0032,-0.0004,100.0,518.67,642.18,1586.09,1392.01,14.62,21.61,553.9,2388.0,9073.55,1.3,47.25,522.5,2388.01,8146.59,8.4143,0.03,394,2388,100.0,38.89,23.3942,133
110,-0.0001,-0.0001,100.0,518.67,641.52,1587.14,1397.78,14.62,21.61,554.15,2388.03,9052.39,1.3,47.34,521.67,2388.02,8141.59,8.3902,0.03,393,2388,100.0,38.91,23.3898,75
239,-0.0001,-0.0004,100.0,518.67,643.68,1608.34,1424.85,14.62,21.61,552.0,2388.23,9151.7,1.3,48.24,520.07,2388.17,8218.6,8.4947,0.03,396,2388,100.0,38.49,23.0304,1
4,0.0002,0.0,100.0,518.67,643.16,1585.91,1406.68,14.62,21.61,552.85,2388.16,9053.77,1.3,47.5,520.89,2388.1,8136.82,8.4858,0.03,392,2388,100.0,38.82,23.2697,198
3,-0.002,-0.0001,100.0,518.67,642.05,1581.96,1395.53,14.62,21.61,554.55,2388.01,9053.7,1.3,47.18,522.62,2387.99,8140.42,8.3922,0.03,391,2388,100.0,38.89,23.4291,204
129,0.0006,-0.0001,100.0,518.67,643.19,1591.45,1403.9,14.62,21.61,553.09,2388.09,9078.0,1.3,47.57,521.33,2388.1,8153.39,8.4399,0.03,393,2388,100.0,38.98,23.3109,84
188,-0.0002,-0.0002,100.0,518.67,643.42,1596.46,1431.49,14.62,21.61,551.75,2388.25,9055.32,1.3,48.0,520.5,2388.28,8123.25,8.4991,0.03,397,2388,100.0,38.47,23.1048,6
119,-0.0048,-0.0005,100.0,518.67,643.23,1604.24,1421.08,14.62,21.61,552.68,2388.17,9075.29,1.3,47.86,521.1,2388.19,8146.88,8.4988,0.03,395,2388,100.0,38.62,23.2337,18
51,-0.0006,-0.0004,100.0,518.67,642.56,1587.02,1407.15,14.62,21.61,553.04,2388.12,9062.87,1.3,47.62,521.46,2388.15,8137.27,8.4712,0.03,394,2388,100.0,38.84,23.2322,137
6,0.0049,0.0003,100.0,518.67,642.4,1590.97,1409.58,14.62,21.61,553.47,2388.15,9046.57,1.3,47.55,521.39,2388.1,8131.73,8.4176,0.03,392,2388,100.0,38.79,23.2575,261
354,0.0015,0.0001,100.0,518.67,643.66,1606.28,1430.15,14.62,21.61,550.34,2388.25,9057.35,1.3,48.16,519.84,2388.21,8134.22,8.5193,0.03,394,2388,100.0,38.3,23.0443,8
7,0.0044,0.0,100.0,518.67,641.85,1584.89,1406.01,14.62,21.61,554.63,2388.04,9066.62,1.3,47.18,522.33,2388.02,8146.4,8.3998,0.03,392,2388,100.0,39.02,23.2455,207
95,0.0008,-0.0005,100.0,518.67,642.47,1581.97,1399.86,14.62,21.61,553.78,2388.09,9050.59,1.3,47.39,522.48,2388.08,8126.45,8.4061,0.03,392,2388,100.0,38.88,23.4276,122
41,0.0015,0.0006,100.0,518.67,642.41,1578.97,1398.74,14.62,21.61,554.34,2388.04,9053.6,1.3,47.26,522.22,2388.01,8140.84,8.3856,0.03,392,2388,100.0,38.94,23.3071,246
2,0.0017,0.0003,100.0,518.67,642.79,1584.77,1402.96,14.62,21.61,553.06,2388.13,9064.98,1.3,47.6,521.72,2388.06,8137.54,8.4328,0.03,395,2388,100.0,38.83,23.3423,156
204,-0.0035,0.0001,100.0,518.67,642.57,1592.87,1410.59,14.62,21.61,553.55,2388.08,9092.37,1.3,47.39,521.5,2388.05,8163.76,8.4315,0.03,393,2388,100.0,38.88,23.4003,79
191,-0.0026,0.0001,100.0,518.67,643.72,1603.55,1423.84,14.62,21.61,551.62,2388.29,9049.47,1.3,48.06,519.68,2388.27,8118.84,8.5266,0.03,394,2388,100.0,38.5,23.0123,3
99,-0.0018,0.0,100.0,518.67,642.57,1596.96,1415.76,14.62,21.61,553.65,2388.12,9045.47,1.3,47.56,520.85,2388.14,8133.48,8.4158,0.03,394,2388,100.0,38.72,23.3114,111
79,0.0007,0.0003,100.0,518.67,642.24,1586.79,1402.17,14.62,21.61,554.68,2388.05,9058.85,1.3,47.27,522.56,2388.0,8138.56,8.3551,0.03,391,2388,100.0,38.86,23.4763,106
50,0.0027,-0.0001,100.0,518.67,642.82,1589.72,1409.9,14.62,21.61,553.86,2388.13,9045.49,1.3,47.47,521.17,2388.1,8130.52,8.471,0.03,391,2388,100.0,39.05,23.4174,104
51,-0.0017,-0.0004,100.0,518.67,642.64,1588.2,1406.63,14.62,21.61,553.4,2388.13,9049.88,1.3,47.63,521.42,2388.09,8132.1,8.4644,0.03,393,2388,100.0,38.83,23.2531,143
83,0.0009,0.0002,100.0,518.67,642.47,1587.71,1406.15,14.62,21.61,553.21,2388.1,9062.17,1.3,47.66,521.02,2388.09,8143.73,8.4517,0.03,392,2388,100.0,38.77,23.3331,80
110,-0.0017,0.0002,100.0,518.67,642.65,1591.2,1398.8,14.62,21.6,553.84,2388.03,9060.04,1.3,47.3,522.48,2387.98,8144.59,8.4253,0.03,391,2388,100.0,38.87,23.4322,89
132,-0.0033,0.0004,100.0,518.67,642.97,1590.33,1415.96,14.62,21.61,552.52,2388.15,9067.61,1.3,47.74,520.84,2388.18,8137.2,8.4794,0.03,394,2388,100.0,38.64,23.2253,59
36,0.0,0.0004,100.0,518.67,642.63,1592.48,1412.09,14.62,21.61,553.71,2388.09,9047.83,1.3,47.52,521.11,2388.18,8124.7,8.4368,0.03,394,2388,100.0,38.9,23.3578,166
159,-0.0007,0.0002,100.0,518.67,642.42,1582.51,1406.52,14.62,21.61,553.4,2388.0,9094.19,1.3,47.4,522.09,2388.01,8171.24,8.4156,0.03,393,2388,100.0,38.89,23.3774,72
124,-0.0029,-0.0002,100.0,518.67,642.56,1591.61,1411.03,14.62,21.61,552.59,2388.03,9083.98,1.3,47.49,522.0,2388.12,8156.54,8.4639,0.03,395,2388,100.0,38.93,23.2577,34
23,0.0005,0.0001,100.0,518.67,643.14,1581.07,1406.67,14.62,21.61,553.23,2388.09,9066.24,1.3,47.69,522.13,2388.12,8138.5,8.4364,0.03,393,2388,100.0,38.77,23.3312,135
97,0.0007,-0.0004,100.0,518.67,641.91,1584.35,1401.32,14.62,21.61,553.96,2388.03,9070.45,1.3,47.2,522.02,2388.05,8141.88,8.4003,0.03,392,2388,100.0,39.03,23.3957,162
166,0.002,0.0002,100.0,518.67,642.84,1587.42,1416.37,14.62,21.61,553.45,2388.18,9054.67,1.3,47.67,521.54,2388.16,8135.67,8.4397,0.03,394,2388,100.0,38.98,23.3298,51
65,0.0002,0.0005,100.0,518.67,642.8,1590.85,1407.01,14.62,21.61,554.03,2388.04,9048.79,1.3,47.24,522.14,2388.08,8130.59,8.4314,0.03,392,2388,100.0,39.04,23.4812,124
90,-0.0029,-0.0002,100.0,518.67,642.55,1590.39,1411.2,14.62,21.61,553.41,2388.09,9060.41,1.3,47.6,521.27,2388.11,8137.46,8.4519,0.03,392,2388,100.0,38.84,23.2538,57
207,0.0005,0.0002,100.0,518.67,642.6,1591.08,1411.14,14.62,21.61,552.33,2388.22,9052.93,1.3,47.82,519.88,2388.19,8131.82,8.4957,0.03,393,2388,100.0,38.66,23.1918,27
11,-0.0004,-0.0003,100.0,518.67,642.02,1584.73,1402.71,14.62,21.61,554.64,2388.05,9045.91,1.3,47.35,521.99,2388.06,8135.49,8.3872,0.03,391,2388,100.0,39.04,23.2997,206
25,0.0015,-0.0001,100.0,518.67,641.98,1582.24,1396.86,14.62,21.61,553.36,2388.07,9060.33,1.3,47.25,521.28,2388.01,8148.46,8.3946,0.03,394,2388,100.0,38.92,23.4964,191
174,0.002,-0.0004,100.0,518.67,643.04,1600.66,1415.58,14.62,21.61,552.07,2388.18,9054.37,1.3,48.03,520.28,2388.29,8128.41,8.52,0.03,395,2388,100.0,38.36,23.0904,14
7,-0.0032,-0.0001,100.0,518.67,642.02,1584.95,1407.88,14.62,21.6,553.74,2388.02,9054.7,1.3,47.31,522.31,2388.07,8133.85,8.442,0.03,392,2388,100.0,39.11,23.4092,178
105,0.0018,0.0003,100.0,518.67,642.73,1593.41,1400.67,14.62,21.61,554.13,2387.99,9076.54,1.3,47.25,522.19,2387.99,8151.63,8.4159,0.03,392,2388,100.0,38.87,23.3731,108
156,0.0007,-0.0001,100.0,518.67,643.17,1592.71,1416.71,14.62,21.61,553.17,2388.1,9034.41,1.3,47.55,521.01,2388.21,8113.13,8.4663,0.03,392,2388,100.0,38.82,23.1942,73
123,0.0007,0.0001,100.0,518.67,642.88,1592.77,1424.36,14.62,21.61,553.53,2388.11,9072.9,1.3,47.76,521.16,2388.12,8151.04,8.4536,0.03,392,2388,100.0,38.65,23.371,57
166,-0.0018,-0.0003,100.0,518.67,642.5,1584.96,1407.36,14.62,21.61,553.39,2388.09,9067.27,1.3,47.53,521.82,2388.12,8144.0,8.4366,0.03,393,2388,100.0,38.75,23.2471,112
64,0.0013,0.0003,100.0,518.67,642.67,1590.56,1409.16,14.62,21.61,553.61,2388.12,9058.02,1.3,47.65,521.17,2388.15,8140.18,8.4548,0.03,392,2388,100.0,38.69,23.2712,138
25,0.0025,0.0003,100.0,518.67,642.47,1582.39,1400.39,14.62,21.61,553.32,2388.06,9044.92,1.3,47.43,521.73,2388.16,8129.76,8.4098,0.03,393,2388,100.0,38.9,23.2733,204
13,-0.0012,-0.0004,100.0,518.67,642.19,1583.7,1400.17,14.62,21.61,553.56,2388.07,9053.27,1.3,47.34,521.98,2388.11,8128.76,8.4204,0.03,394,2388,100.0,38.84,23.1843,200
8,0.0011,-0.0004,100.0,518.67,643.18,1584.45,1418.91,14.62,21.61,553.83,2388.11,9052.11,1.3,47.66,521.43,2388.17,8126.0,8.4409,0.03,393,2388,100.0,38.92,23.3256,194
33,-0.0,0.0002,100.0,518.67,642.48,1588.69,1406.37,14.62,21.61,552.64,2388.1,9057.65,1.3,47.49,521.57,2388.11,8139.33,8.4294,0.03,394,2388,100.0,38.82,23.349,130
17,0.0014,0.0004,100.0,518.67,642.06,1587.82,1406.43,14.62,21.61,553.57,2388.1,9050.63,1.3,47.39,522.35,2388.06,8129.65,8.4309,0.03,392,2388,100.0,38.95,23.2397,172
39,-0.0021,-0.0003,100.0,518.67,642.4,1574.81,1400.98,14.62,21.61,554.8,2388.01,9066.05,1.3,46.97,522.8,2387.99,8141.83,8.3772,0.03,393,2388,100.0,38.91,23.5746,161
132,0.0026,-0.0005,100.0,518.67,643.19,1599.21,1425.07,14.62,21.61,551.14,2388.28,9036.16,1.3,48.17,519.77,2388.3,8112.13,8.5256,0.03,397,2388,100.0,38.41,23.0338,5
53,-0.0004,-0.0002,100.0,518.67,641.9,1588.27,1394.15,14.62,21.61,554.88,2387.97,9068.24,1.3,47.09,522.0,2387.99,8141.72,8.3714,0.03,392,2388,100.0,38.99,23.4471,148
121,0.0009,0.0002,100.0,518.67,642.0,1592.53,1408.12,14.62,21.61,554.27,2388.07,9069.79,1.3,47.27,521.92,2388.04,8140.32,8.3997,0.03,393,2388,100.0,38.81,23.276,78
131,0.0046,-0.0003,100.0,518.67,642.48,1585.04,1411.13,14.62,21.61,553.7,2388.09,9051.8,1.3,47.51,522.04,2388.11,8135.8,8.4359,0.03,393,2388,100.0,38.94,23.2181,76
89,0.0044,-0.0004,100.0,518.67,643.08,1584.29,1411.93,14.62,21.61,553.32,2388.02,9064.4,1.3,47.51,521.68,2388.09,8140.8,8.4681,0.03,392,2388,100.0,38.95,23.2886,151
13,-0.0013,0.0002,100.0,518.67,642.2,1586.6,1409.83,14.62,21.61,554.05,2388.06,9054.49,1.3,47.54,521.36,2388.06,8134.67,8.4252,0.03,392,2388,100.0,38.9,23.3357,175
23,0.0011,0.0002,100.0,518.67,642.46,1588.59,1403.26,14.62,21.6,553.99,2388.0,9063.86,1.3,47.33,522.57,2388.08,8145.91,8.4197,0.03,391,2388,100.0,39.05,23.3539,132
87,-0.0055,-0.0003,100.0,518.67,642.43,1583.44,1398.08,14.62,21.61,554.15,2388.01,9062.92,1.3,47.11,522.77,2387.99,8151.48,8.4385,0.03,392,2388,100.0,39.02,23.3078,144
37,-0.0024,0.0005,100.0,518.67,641.87,1588.53,1403.8,14.62,21.61,554.75,2388.01,9056.58,1.3,47.25,522.89,2387.94,8143.31,8.3528,0.03,392,2388,100.0,38.99,23.3981,163
91,-0.0005,0.0002,100.0,518.67,642.89,1588.1,1411.83,14.62,21.61,553.42,2388.12,9059.63,1.3,47.48,521.18,2388.12,8141.82,8.4518,0.03,393,2388,100.0,38.82,23.2709,184
76,-0.0026,0.0002,100.0,518.67,642.41,1585.34,1395.56,14.62,21.61,553.7,2388.0,9068.63,1.3,47.31,522.01,2388.02,8152.43,8.4309,0.03,392,2388,100.0,39.04,23.4298,82
169,0.0006,-0.0,100.0,518.67,642.77,1595.27,1411.55,14.62,21.61,552.5,2388.12,9052.52,1.3,47.71,520.49,2388.13,8134.12,8.4722,0.03,395,2388,100.0,38.78,23.3103,31
182,-0.0006,-0.0003,100.0,518.67,643.71,1596.88,1427.47,14.62,21.61,551.3,2388.19,9056.46,1.3,48.04,519.94,2388.24,8129.09,8.5229,0.03,396,2388,100.0,38.43,23.0905,6
234,-0.0022,-0.0002,100.0,518.67,643.49,1588.68,1412.07,14.62,21.61,553.31,2388.12,9070.14,1.3,47.58,521.42,2388.1,8150.84,8.4341,0.03,394,2388,100.0,38.87,23.2635,53
39,0.0003,0.0002,100.0,518.67,642.57,1586.89,1410.08,14.62,21.61,553.29,2388.13,9049.99,1.3,47.33,520.9,2388.1,8134.57,8.4329,0.03,393,2388,100.0,38.79,23.3617,171
277,0.0031,0.0001,100.0,518.67,643.93,1608.81,1427.23,14.62,21.61,551.56,2388.22,9097.71,1.3,48.26,519.99,2388.19,8172.33,8.5279,0.03,395,2388,100.0,38.45,23.0162,6
12,-0.0026,-0.0001,100.0,518.67,643.0,1581.29,1407.38,14.62,21.61,553.55,2388.18,9045.24,1.3,47.57,521.06,2388.15,8128.57,8.4162,0.03,394,2388,100.0,38.87,23.3298,158
178,0.001,-0.0002,100.0,518.67,643.11,1596.99,1419.61,14.62,21.61,551.86,2388.09,9119.64,1.3,47.9,520.68,2388.12,8193.78,8.5144,0.03,395,2388,100.0,38.62,23.0959,21
46,0.0006,0.0003,100.0,518.67,642.42,1587.65,1403.45,14.62,21.61,554.48,2388.03,9061.63,1.3,47.4,521.78,2388.07,8144.5,8.42,0.03,391,2388,100.0,38.93,23.3844,109
5,-0.0019,-0.0002,100.0,518.67,642.37,1582.85,1406.22,14.62,21.61,554.0,2388.06,9055.15,1.3,47.28,522.19,2388.04,8133.8,8.4294,0.03,393,2388,100.0,38.9,23.4044,187
170,0.001,0.0,100.0,518.67,643.36,1593.53,1414.34,14.62,21.61,552.37,2388.14,9100.01,1.3,47.92,520.15,2388.17,8182.63,8.467,0.03,394,2388,100.0,38.68,23.1021,25
88,-0.0008,-0.0004,100.0,518.67,642.44,1592.5,1404.19,14.62,21.61,554.17,2388.19,9054.2,1.3,47.42,521.17,2388.13,8134.66,8.4415,0.03,393,2388,100.0,38.81,23.2408,179
316,-0.0017,0.0002,100.0,518.67,643.22,1599.9,1420.43,14.62,21.61,552.14,2388.13,9121.01,1.3,48.15,520.52,2388.15,8180.85,8.4998,0.03,395,2388,100.0,38.35,23.1849,25
26,0.0012,0.0001,100.0,518.67,642.14,1583.98,1395.33,14.62,21.6,554.88,2387.98,9054.83,1.3,47.19,522.2,2387.96,8135.31,8.3759,0.03,392,2388,100.0,39.09,23.3506,205
160,-0.0003,-0.0004,100.0,518.67,642.56,1592.66,1413.14,14.62,21.61,552.25,2388.1,9103.42,1.3,47.75,521.25,2388.12,8179.69,8.4946,0.03,393,2388,100.0,38.71,23.204,35
13,-0.001,-0.0,100.0,518.67,643.25,1599.99,1409.62,14.62,21.61,553.27,2388.13,9055.24,1.3,47.43,521.66,2388.1,8135.84,8.4336,0.03,394,2388,100.0,38.83,23.2979,150
152,-0.0021,-0.0001,100.0,518.67,642.75,1593.67,1408.97,14.62,21.61,551.92,2388.19,9061.55,1.3,47.73,521.49,2388.13,8137.88,8.4466,0.03,395,2388,100.0,38.62,23.2125,57
95,0.0023,-0.0001,100.0,518.67,642.9,1594.15,1411.2,14.62,21.61,552.59,2388.15,9048.54,1.3,47.58,521.23,2388.12,8135.74,8.4576,0.03,393,2388,100.0,38.8,23.3051,99
320,-0.0008,0.0004,100.0,518.67,642.88,1590.42,1424.72,14.62,21.61,552.07,2388.25,9058.56,1.3,47.8,520.85,2388.23,8131.28,8.4977,0.03,396,2388,100.0,38.59,23.1286,42
109,0.0021,-0.0002,100.0,518.67,642.57,1593.72,1408.09,14.62,21.61,552.84,2388.05,9074.03,1.3,47.68,520.4,2388.14,8149.59,8.4502,0.03,394,2388,100.0,38.55,23.2462,54
51,-0.001,-0.0004,100.0,518.67,641.99,1580.77,1400.53,14.62,21.61,554.59,2388.01,9060.49,1.3,47.26,521.93,2388.02,8141.0,8.4127,0.03,392,2388,100.0,39.03,23.3782,102
47,-0.0016,-0.0005,100.0,518.67,642.71,1588.01,1415.87,14.62,21.61,553.3,2388.12,9039.99,1.3,47.55,521.02,2388.11,8125.39,8.414,0.03,392,2388,100.0,38.91,23.3137,211
146,0.0024,-0.0001,100.0,518.67,642.69,1596.92,1417.09,14.62,21.61,552.1,2388.26,9041.75,1.3,47.82,520.25,2388.24,8118.47,8.4998,0.03,394,2388,100.0,38.56,23.1448,42
124,-0.0019,0.0001,100.0,518.67,642.64,1587.87,1400.87,14.62,21.61,552.7,2388.03,9073.32,1.3,47.49,521.33,2388.06,8152.25,8.4403,0.03,394,2388,100.0,38.99,23.3158,65
44,0.0011,0.0002,100.0,518.67,642.07,1590.7,1403.72,14.62,21.61,553.84,2388.04,9059.48,1.3,47.43,521.9,2388.08,8145.86,8.4063,0.03,393,2388,100.0,38.89,23.3815,154
215,-0.0035,0.0001,100.0,518.67,642.41,1604.84,1420.7,14.62,21.61,552.66,2388.23,9049.47,1.3,48.08,520.6,2388.25,8128.08,8.4771,0.03,395,2388,100.0,38.65,23.1527,19
57,-0.0006,-0.0004,100.0,518.67,642.48,1585.54,1397.4,14.62,21.61,554.06,2388.05,9064.91,1.3,47.05,521.74,2388.0,8149.0,8.4277,0.03,391,2388,100.0,39.15,23.4264,156
75,0.0018,-0.0,100.0,518.67,642.4,1583.47,1409.56,14.62,21.61,553.05,2388.14,9055.93,1.3,47.54,520.67,2388.11,8136.19,8.4897,0.03,394,2388,100.0,38.51,23.2773,127
39,-0.0023,-0.0003,100.0,518.67,642.52,1596.48,1406.29,14.62,21.61,553.53,2388.05,9065.47,1.3,47.27,521.89,2388.02,8141.39,8.4099,0.03,392,2388,100.0,38.95,23.2544,157
23,0.0043,0.0003,100.0,518.67,641.9,1580.25,1400.76,14.62,21.61,554.5,2388.02,9067.72,1.3,47.2,522.4,2387.98,8143.88,8.4302,0.03,392,2388,100.0,39.09,23.4204,234
46,0.001,0.0,100.0,518.67,642.34,1590.75,1408.81,14.62,21.61,553.03,2388.13,9058.42,1.3,47.57,521.65,2388.05,8138.17,8.4085,0.03,392,2388,100.0,39.08,23.3221,112
158,-0.0039,-0.0004,100.0,518.67,642.81,1593.36,1417.7,14.62,21.61,553.08,2388.13,9089.15,1.3,47.51,521.15,2388.04,8163.95,8.5044,0.03,394,2388,100.0,38.68,23.2491,55
121,-0.0011,-0.0001,100.0,518.67,642.72,1594.7,1411.55,14.62,21.61,553.37,2388.09,9056.53,1.3,47.58,521.18,2388.08,8141.99,8.4295,0.03,393,2388,100.0,38.63,23.2218,157
28,-0.0021,-0.0,100.0,518.67,642.62,1580.48,1408.3,14.62,21.61,553.93,2388.09,9061.48,1.3,47.3,521.57,2388.0,8146.4,8.3952,0.03,392,2388,100.0,39.0,23.3274,150
74,-0.0013,0.0004,100.0,518.67,641.8,1588.06,1408.11,14.62,21.61,553.81,2388.02,9053.02,1.3,47.04,521.83,2387.99,8142.38,8.3945,0.03,393,2388,100.0,39.01,23.2357,182
91,0.0039,-0.0004,100.0,518.67,642.33,1588.32,1402.8,14.62,21.61,553.89,2388.02,9062.08,1.3,47.13,521.54,2388.04,8140.25,8.4184,0.03,392,2388,100.0,38.88,23.2857,250
49,0.0002,0.0001,100.0,518.67,642.44,1594.21,1407.72,14.62,21.61,553.94,2388.1,9052.31,1.3,47.44,521.53,2388.12,8130.67,8.4278,0.03,393,2388,100.0,38.85,23.3197,139
219,-0.0042,0.0004,100.0,518.67,642.54,1588.5,1413.89,14.62,21.61,553.03,2388.01,9086.62,1.3,47.5,521.37,2388.07,8164.37,8.452,0.03,393,2388,100.0,38.87,23.3002,64
61,-0.0044,0.0001,100.0,518.67,642.41,1585.45,1399.71,14.62,21.61,555.08,2388.03,9057.02,1.3,47.09,522.69,2387.99,8135.88,8.4006,0.03,391,2388,100.0,39.04,23.2745,226
150,-0.0009,0.0003,100.0,518.67,642.86,1587.21,1410.52,14.62,21.61,553.08,2388.14,9064.53,1.3,47.74,521.16,2388.14,8141.62,8.4198,0.03,394,2388,100.0,38.5,23.2163,63
150,-0.0018,0.0003,100.0,518.67,642.06,1584.02,1402.72,14.62,21.61,553.68,2388.06,9065.96,1.3,47.26,521.89,2388.07,8144.14,8.4277,0.03,393,2388,100.0,39.13,23.3631,90
139,0.0006,0.0002,100.0,518.67,642.87,1597.67,1427.64,14.62,21.61,552.02,2388.23,9042.97,1.3,47.77,520.53,2388.26,8125.19,8.4641,0.03,396,2388,100.0,38.84,23.1714,31
125,-0.0032,0.0,100.0,518.67,642.95,1595.26,1412.92,14.62,21.61,553.08,2388.15,9057.4,1.3,47.55,521.1,2388.14,8134.59,8.4861,0.03,394,2388,100.0,38.59,23.1752,66
106,0.0009,-0.0004,100.0,518.67,642.87,1594.48,1413.62,14.62,21.61,552.58,2388.16,9054.53,1.3,47.52,520.94,2388.14,8137.62,8.4716,0.03,393,2388,100.0,38.67,23.3073,48
101,-0.0039,0.0003,100.0,518.67,642.52,1586.5,1409.43,14.62,21.61,553.5,2388.08,9065.34,1.3,47.46,521.31,2388.09,8146.66,8.4552,0.03,395,2388,100.0,38.76,23.2836,98
20,-0.0025,-0.0004,100.0,518.67,642.38,1580.21,1398.14,14.62,21.61,553.91,2388.0,9051.56,1.3,47.37,522.32,2388.06,8137.24,8.378,0.03,391,2388,100.0,38.9,23.3528,165
78,0.0018,-0.0005,100.0,518.67,641.71,1582.59,1398.05,14.62,21.6,554.3,2388.04,9069.2,1.3,47.17,521.9,2388.0,8144.82,8.4039,0.03,391,2388,100.0,39.02,23.2979,116
44,-0.003,0.0003,100.0,518.67,642.18,1581.48,1393.57,14.62,21.61,555.01,2387.99,9055.16,1.3,47.04,521.99,2388.04,8139.83,8.4089,0.03,392,2388,100.0,39.08,23.4563,163
244,-0.0009,0.0005,100.0,518.67,643.11,1587.59,1411.38,14.62,21.61,553.17,2388.15,9058.03,1.3,47.5,521.69,2388.06,8139.78,8.4233,0.03,392,2388,100.0,38.71,23.3112,118
99,0.0003,-0.0,100.0,518.67,642.62,1584.25,1404.38,14.62,21.61,553.08,2388.17,9051.11,1.3,47.63,521.34,2388.09,8133.23,8.427,0.03,394,2388,100.0,38.77,23.2255,159
100,0.0035,-0.0,100.0,518.67,643.16,1590.31,1412.56,14.62,21.61,553.35,2388.09,9072.27,1.3,47.62,521.65,2388.08,8145.82,8.4595,0.03,394,2388,100.0,38.75,23.2522,80
